District,Area,Post Code,Home Delivery,Lockdown,Charge(1kg),Charge(2kg),Charge(3kg),COD Charge
Barisal,Wazirpur,8220,Yes,No,130,160,190,1%
Bhola,Bhola Sadar,8300,Yes,No,130,160,190,1%
Bhola,Borhanuddin,8320,Yes,No,130,160,190,1%
Bhola,Charfession,8340,Yes,No,130,160,190,1%
Bhola,Daulatkhan,8310,Yes,No,130,160,190,1%
Bhola,Lalmohan,8330,Yes,No,130,160,190,1%
Bhola,Manpura,8360,Yes,No,130,160,190,1%
Bhola,Tajumuddin,,Yes,No,130,160,190,1%
Jhalokathi,Jhalokathi Sadar,8400,Yes,No,130,160,190,1%
Jhalokathi,Kathalia,8430,Yes,No,130,160,190,1%
Jhalokathi,Nalchiti,8420,Yes,No,130,160,190,1%
Jhalokathi,Rajapur,8410,Yes,No,130,160,190,1%
Patuakhali,Bauphal,8620,Yes,No,130,160,190,1%
Patuakhali,Dasmina,8630,Yes,No,130,160,190,1%
Patuakhali,Dumki,8602,Yes,No,130,160,190,1%
Patuakhali,Galachipa,8640,Yes,No,130,160,190,1%
Patuakhali,Kalapara,,Yes,No,130,160,190,1%
Patuakhali,Mirjaganj,,Yes,No,130,160,190,1%
Patuakhali,Patuakhali Sadar,8600,Yes,No,130,160,190,1%
Perojpur,Bhandaria,8550,Yes,No,130,160,190,1%
Perojpur,Kaukhali (Perojpur),8510,Yes,No,130,160,190,1%
Perojpur,Mothbaria,8560,Yes,No,130,160,190,1%
Perojpur,Nesarabad (Shawrupkathi),8520,Yes,No,130,160,190,1%
Perojpur,Nazirpur,8540,Yes,No,130,160,190,1%
Perojpur,Perojpur Sadar,8500,Yes,No,130,160,190,1%
Perojpur,Zia Nagar (Indurkani),8502,Yes,No,130,160,190,1%
Bandarban,Ali Kadam,4650,Yes,No,130,160,190,1%
Bandarban,Bandarban Sadar,4600,Yes,No,130,160,190,1%
Bandarban,Lama,4641,Yes,No,130,160,190,1%
Bandarban,Nakhoyngchari,4660,Yes,No,130,160,190,1%
Bandarban,Rawanchari,4610,Yes,No,130,160,190,1%
Bandarban,Ruma,4620,Yes,No,130,160,190,1%
Bandarban,Thanchi,4630,Yes,No,130,160,190,1%
Brahmanbaria,Akhaura,3450,Yes,No,130,160,190,1%
Brahmanbaria,Ashuganj,3402,Yes,No,130,160,190,1%
Brahmanbaria,Bancharampur,3420,Yes,No,130,160,190,1%
Brahmanbaria,Brahmanbaria Sadar,3400,Yes,No,130,160,190,1%
Brahmanbaria,Kashba,3460,Yes,No,130,160,190,1%
Brahmanbaria,Nabinagar (Brahmanbaria),3410,Yes,No,130,160,190,1%
Brahmanbaria,Nasirnagar,3440,Yes,No,130,160,190,1%
Brahmanbaria,Sarail,3430,Yes,No,130,160,190,1%
Chandpur,Chandpur Sadar,3600,Yes,No,130,160,190,1%
Chandpur,Faridganj,3650,Yes,No,130,160,190,1%
Chandpur,Haimchar,3660,Yes,No,130,160,190,1%
Chandpur,Hajiganj,3610,Yes,No,130,160,190,1%
Chandpur,Kachua(Chandpur),3630,Yes,No,130,160,190,1%
Chandpur,Matlab (South),3640,Yes,No,130,160,190,1%
Chandpur,Matlab (North)(Chengarchar),3643,Yes,No,130,160,190,1%
Chandpur,Shahrasti,3620,Yes,No,130,160,190,1%
Chittagong,Anwara,4376,Yes,No,130,160,190,1%
Chittagong,Banshkhali,4393,Yes,No,130,160,190,1%
Chittagong,Boalkhali,4366,Yes,No,130,160,190,1%
Chittagong,Chandanaish,4383,Yes,No,130,160,190,1%
Chittagong,Fatikchari,4350,Yes,Yes,130,160,190,1%
Chittagong,Hathazari,4330,Yes,No,130,160,190,1%
Chittagong,Lohagara(Chittagong),4396,Yes,No,130,160,190,1%
Chittagong,Mirsarai,4320,Yes,No,130,160,190,1%
Chittagong,Patiya,4370,Yes,No,130,160,190,1%
Chittagong,Rangunia,4360,Yes,No,130,160,190,1%
Chittagong,Raujan,4340,Yes,No,130,160,190,1%
Chittagong,Sandwip,4300,Yes,No,130,160,190,1%
Chittagong,Satkania,4386,Yes,No,130,160,190,1%
Chittagong,Sitakundu,4310,Yes,No,130,160,190,1%
Comilla,Barura,3560,Yes,No,130,160,190,1%
Comilla,Brahmanpara,3526,Yes,No,130,160,190,1%
Comilla,Burichang,3520,Yes,No,130,160,190,1%
Comilla,Chandina,3510,Yes,No,130,160,190,1%
Comilla,Chowddagram,3550,Yes,No,130,160,190,1%
Comilla,Comilla Sadar,3500,Yes,No,130,160,190,1%
Comilla,Daudkandi,3516,Yes,No,130,160,190,1%
Comilla,Debiduar,3530,Yes,No,130,160,190,1%
Comilla,Homna,3546,Yes,No,130,160,190,1%
Comilla,Laksam,3570,Yes,No,130,160,190,1%
Comilla,Meghna,3515,Yes,No,130,160,190,1%
Comilla,Muradnagar,3540,Yes,No,130,160,190,1%
Comilla,Nangolkot,3580,Yes,No,130,160,190,1%
Comilla,Titas,3500,Yes,No,130,160,190,1%
Comilla,Monoharganj,3500,Yes,No,130,160,190,1%
Comilla,Comilla Sadar South,3500,Yes,No,130,160,190,1%
Cox's Bazar,Chakoria,4700,Yes,Yes,130,160,190,1%
Cox's Bazar,Cox's Bazar Sadar,4700,Yes,No,130,160,190,1%
Cox's Bazar,Kutubdia,4720,Yes,No,130,160,190,1%
Cox's Bazar,Moheshkhali,4700,Yes,Yes,130,160,190,1%
Cox's Bazar,Pekua,4700,Yes,Yes,130,160,190,1%
Cox's Bazar,Ramu,4730,Yes,Yes,130,160,190,1%
Cox's Bazar,Teknaf,4760,Yes,Yes,130,160,190,1%
Cox's Bazar,Ukhia,4750,Yes,Yes,130,160,190,1%
Feni,Chagalnayya,3910,Yes,No,130,160,190,1%
Feni,Daganbhuiyan,3920,Yes,No,130,160,190,1%
Feni,Feni Sadar,3900,Yes,No,130,160,190,1%
Feni,Parshuram,3940,Yes,No,130,160,190,1%
Feni,Fulgazi,3942,Yes,No,130,160,190,1%
Feni,Sonagazi,3930,Yes,No,130,160,190,1%
Khagrachari,Dighinala,4420,Yes,No,130,160,190,1%
Khagrachari,Khagrachari Sadar,4400,Yes,No,130,160,190,1%
Khagrachari,Laksmichari,4470,Yes,No,130,160,190,1%
Khagrachari,Mohalchari,4430,Yes,No,130,160,190,1%
Khagrachari,Manikchari,4460,Yes,No,130,160,190,1%
Khagrachari,Matiranga,4450,Yes,No,130,160,190,1%
Khagrachari,Panchari,4410,Yes,No,130,160,190,1%
Khagrachari,Ramgor,4440,Yes,No,130,160,190,1%
Laksmipur,Laksmipur Sadar,3700,Yes,No,130,160,190,1%
Laksmipur,Ramgati,3732,Yes,No,130,160,190,1%
Laksmipur,Ramganj,3720,Yes,No,130,160,190,1%
Laksmipur,Raipur,3710,Yes,No,130,160,190,1%
Laksmipur,Kamalnagar,,Yes,No,130,160,190,1%
Noakhali,Begumganj,3820,Yes,No,130,160,190,1%
Noakhali,Chatkhil,3870,Yes,No,130,160,190,1%
Noakhali,Companiganj,3850,Yes,No,130,160,190,1%
Noakhali,Hatiya,3890,Yes,No,130,160,190,1%
Noakhali,Noakhali Sadar(Sudharam),3800,Yes,No,130,160,190,1%
Noakhali,Senbag,3860,Yes,No,130,160,190,1%
Noakhali,Sonaimuri,3827,Yes,No,130,160,190,1%
Noakhali,Subarnachar,,Yes,No,130,160,190,1%
Noakhali,Kabir Hat,3807,Yes,No,130,160,190,1%
Rangamati,Baghaichari,,Yes,No,130,160,190,1%
Rangamati,Barkal,4570,Yes,No,130,160,190,1%
Rangamati,Belaichari,4550,Yes,No,130,160,190,1%
Rangamati,Jurachari,4560,Yes,No,130,160,190,1%
Rangamati,Kaptai,4530,Yes,No,130,160,190,1%
Rangamati,Kawkhali (Rangamati),4511,Yes,No,130,160,190,1%
Rangamati,Langadu,4580,Yes,No,130,160,190,1%
Rangamati,Naniarchar,4520,Yes,No,130,160,190,1%
Rangamati,Rajasthali,4540,Yes,No,130,160,190,1%
Rangamati,Rangamati Sadar,4500,Yes,No,130,160,190,1%
Dinajpur,Birampur,5266,Yes,No,130,160,190,1%
Dinajpur,Birganj,5220,Yes,No,130,160,190,1%
Dinajpur,Birol,5210,Yes,No,130,160,190,1%
Dinajpur,Bochaganj,5216,Yes,No,130,160,190,1%
Dinajpur,Chirirbandar,5240,Yes,No,130,160,190,1%
Dinajpur,Dinajpur Sadar,5200,Yes,No,130,160,190,1%
Dinajpur,Phulbari (Dinajpur),5260,Yes,No,130,160,190,1%
Dinajpur,Ghoraghat,5291,Yes,No,130,160,190,1%
Dinajpur,Hakimpur,,Yes,No,130,160,190,1%
Dinajpur,Kaharole,,Yes,Yes,130,160,190,1%
Dinajpur,Khanshama,5230,Yes,No,130,160,190,1%
Dinajpur,Nawabganj (Dinajpur),5280,Yes,No,130,160,190,1%
Dinajpur,Parbatipur,5250,Yes,No,130,160,190,1%
Gaibandha,Fulchari,5760,Yes,No,130,160,190,1%
Gaibandha,Gaibandha Sadar,5700,Yes,No,130,160,190,1%
Gaibandha,Gobindaganj ( Gaibandha ),5740,Yes,No,130,160,190,1%
Gaibandha,Palashbari,5730,Yes,No,130,160,190,1%
Gaibandha,Sadullapur,5710,Yes,No,130,160,190,1%
Gaibandha,Shaghatta,5751,Yes,No,130,160,190,1%
Gaibandha,Sundarganj,5720,Yes,No,130,160,190,1%
Kurigram,Bhurungamari,5670,Yes,No,130,160,190,1%
Kurigram,Chilmary,5630,Yes,No,130,160,190,1%
Kurigram,Fulbari (Kurigram),5680,Yes,No,130,160,190,1%
Kurigram,Kurigram Sadar,5600,Yes,No,130,160,190,1%
Kurigram,Nageswari,5660,Yes,No,130,160,190,1%
Kurigram,Rajarhat,5610,Yes,No,130,160,190,1%
Kurigram,Rajibpur,5650,Yes,No,130,160,190,1%
Kurigram,Rowmari,5640,Yes,No,130,160,190,1%
Kurigram,Ulipur,5620,Yes,No,130,160,190,1%
Lalmonirhat,Aditmari,5510,Yes,No,130,160,190,1%
Lalmonirhat,Hatibandha,5530,Yes,No,130,160,190,1%
Lalmonirhat,Kaliganj(Lalmonirhat),,Yes,No,130,160,190,1%
Lalmonirhat,Lalmonirhat Sadar,5500,Yes,No,130,160,190,1%
Lalmonirhat,Patgram,5540,Yes,No,130,160,190,1%
Nilphamari,Dimla,5350,Yes,No,130,160,190,1%
Nilphamari,Domar,5340,Yes,No,130,160,190,1%
Nilphamari,Jaldhaka,5330,Yes,No,130,160,190,1%
Nilphamari,Kishoreganj ( Nilphamari),5320,Yes,No,130,160,190,1%
Nilphamari,Nilphamari Sadar,5300,Yes,No,130,160,190,1%
Nilphamari,Saidpur,5310,Yes,No,130,160,190,1%
Panchagarh,Atwari,,Yes,No,130,160,190,1%
Panchagarh,Boda,5010,Yes,No,130,160,190,1%
Panchagarh,Debiganj,5020,Yes,No,130,160,190,1%
Panchagarh,Panchagarh Sadar,5000,Yes,No,130,160,190,1%
Panchagarh,Tetulia,5030,Yes,No,130,160,190,1%
Rangpur,Badarganj,5430,Yes,No,130,160,190,1%
Rangpur,Gangachara,5410,Yes,No,130,160,190,1%
Rangpur,Kaunia,5440,Yes,No,130,160,190,1%
Rangpur,Mithapukur,5460,Yes,No,130,160,190,1%
Rangpur,Pirgacha,5450,Yes,No,130,160,190,1%
Rangpur,Pirganj(Rangpur),5110,Yes,No,130,160,190,1%
Rangpur,Rangpur Sadar,5400,Yes,No,130,160,190,1%
Rangpur,Taraganj,5420,Yes,No,130,160,190,1%
Thakurgaon,Baliadangi,5140,Yes,No,130,160,190,1%
Thakurgaon,Haripur,5130,Yes,No,130,160,190,1%
Thakurgaon,Pirganj(Thakurgaon),5110,Yes,No,130,160,190,1%
Thakurgaon,Ranishankail,5120,Yes,No,130,160,190,1%
Thakurgaon,Thakurgaon Sadar,5100,Yes,No,130,160,190,1%
Khulna,Khulna Sadar,9100,Yes,No,130,160,190,1%
Rajshahi,Rajshahi Shadar,6201,Yes,No,130,160,190,1%
Chittagong,Chittagong Sadar,4217,Yes,No,130,160,190,1%
Chapai Nawabganj,Chapai Nawabganj Sadar,6300,Yes,No,130,160,190,1%
Jessore,Benapole,7431,Yes,No,130,160,190,1%
Bandarban,soho area,,Yes,No,130,160,190,1%
Thakurgaon,Shibganj (Thakurgaon Sadar),5102,Yes,No,130,160,190,1%
Chittagong,Bondor (CTG),4217,Yes,No,130,160,190,1%
